case_id,subset,modality,status,annotation_valid,is_empty_mask,image_width,image_height,mask_width,mask_height,positive_pixels,lesion_ratio_pct,image_path,mask_path
VINMEC_RAW_OTU_2D_train_1148,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,958,532,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1148.JPG,NONE
VINMEC_RAW_OTU_2D_train_1212,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,957,539,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1212.JPG,NONE
VINMEC_RAW_OTU_2D_train_950,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,568,590,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/950.JPG,NONE
VINMEC_RAW_OTU_2D_train_1019,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,568,583,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1019.JPG,NONE
VINMEC_RAW_OTU_2D_train_577,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,479,559,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/577.JPG,NONE
VINMEC_RAW_OTU_2D_train_1281,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,848,573,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1281.JPG,NONE
VINMEC_RAW_OTU_2D_train_673,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,974,579,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/673.JPG,NONE
VINMEC_RAW_OTU_CEUS_149,VINMEC_RAW_UNANNOTATED,CEUS,UNANNOTATED_RAW,False,False,444,438,0,0,0,0.0,dataset/vinmec_ovarian/OTU_CEUS/image/149.JPG,NONE
VINMEC_RAW_OTU_2D_train_1431,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,1106,566,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1431.JPG,NONE
VINMEC_RAW_OTU_2D_test_825,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,958,545,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/825.JPG,NONE
VINMEC_RAW_OTU_2D_train_80,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,958,531,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/80.JPG,NONE
VINMEC_RAW_OTU_2D_train_786,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,782,686,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/786.JPG,NONE
VINMEC_RAW_OTU_CEUS_4,VINMEC_RAW_UNANNOTATED,CEUS,UNANNOTATED_RAW,False,False,550,552,0,0,0,0.0,dataset/vinmec_ovarian/OTU_CEUS/image/4.JPG,NONE
VINMEC_RAW_OTU_2D_train_827,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,959,563,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/827.JPG,NONE
VINMEC_RAW_OTU_2D_train_226,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,480,444,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/226.JPG,NONE
VINMEC_RAW_OTU_2D_train_279,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,958,535,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/279.JPG,NONE
VINMEC_RAW_OTU_2D_train_1226,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,1135,592,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1226.JPG,NONE
VINMEC_RAW_OTU_2D_train_311,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,479,533,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/311.JPG,NONE
VINMEC_RAW_OTU_2D_train_166,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,480,537,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/166.JPG,NONE
VINMEC_RAW_OTU_2D_test_707,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,480,545,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/707.JPG,NONE
VINMEC_RAW_OTU_2D_test_1416,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,959,544,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/1416.JPG,NONE
VINMEC_RAW_OTU_2D_train_1231,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,961,531,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1231.JPG,NONE
VINMEC_RAW_OTU_2D_train_81,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,957,531,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/81.JPG,NONE
VINMEC_RAW_OTU_2D_train_734,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,476,566,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/734.JPG,NONE
VINMEC_RAW_OTU_2D_train_605,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,958,562,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/605.JPG,NONE
VINMEC_RAW_OTU_2D_train_1227,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,958,530,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1227.JPG,NONE
VINMEC_RAW_OTU_2D_test_998,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,478,515,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/998.JPG,NONE
VINMEC_RAW_OTU_2D_test_614,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,971,548,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/614.JPG,NONE
VINMEC_RAW_OTU_2D_train_1370,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,482,542,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1370.JPG,NONE
VINMEC_RAW_OTU_2D_test_1430,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,1115,568,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/1430.JPG,NONE
VINMEC_RAW_OTU_2D_train_1449,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,479,551,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1449.JPG,NONE
VINMEC_RAW_OTU_2D_train_212,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,973,530,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/212.JPG,NONE
VINMEC_RAW_OTU_2D_test_63,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,957,536,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/63.JPG,NONE
VINMEC_RAW_OTU_2D_train_349,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,476,600,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/349.JPG,NONE
VINMEC_RAW_OTU_2D_train_214,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,483,532,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/214.JPG,NONE
VINMEC_RAW_OTU_2D_test_1091,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,1134,605,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/1091.JPG,NONE
VINMEC_RAW_OTU_2D_train_174,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,478,534,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/174.JPG,NONE
VINMEC_RAW_OTU_2D_train_851,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,971,534,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/851.JPG,NONE
VINMEC_RAW_OTU_2D_train_541,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,957,543,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/541.JPG,NONE
VINMEC_RAW_OTU_2D_test_1466,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,959,534,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/1466.JPG,NONE
VINMEC_RAW_OTU_CEUS_162,VINMEC_RAW_UNANNOTATED,CEUS,UNANNOTATED_RAW,False,False,341,351,0,0,0,0.0,dataset/vinmec_ovarian/OTU_CEUS/image/162.JPG,NONE
VINMEC_RAW_OTU_2D_test_1169,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,570,589,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/1169.JPG,NONE
VINMEC_RAW_OTU_2D_train_439,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,957,531,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/439.JPG,NONE
VINMEC_RAW_OTU_2D_train_942,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,567,588,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/942.JPG,NONE
VINMEC_RAW_OTU_2D_test_970,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,959,530,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/970.JPG,NONE
VINMEC_RAW_OTU_2D_test_1124,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,482,534,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/1124.JPG,NONE
VINMEC_RAW_OTU_2D_train_692,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,959,535,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/692.JPG,NONE
VINMEC_RAW_OTU_2D_test_206,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,958,662,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/206.JPG,NONE
VINMEC_RAW_OTU_2D_test_1461,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,482,536,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/1461.JPG,NONE
VINMEC_RAW_OTU_2D_test_991,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,683,544,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/991.JPG,NONE
VINMEC_RAW_OTU_2D_train_858,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,958,548,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/858.JPG,NONE
VINMEC_RAW_OTU_CEUS_132,VINMEC_RAW_UNANNOTATED,CEUS,UNANNOTATED_RAW,False,False,585,571,0,0,0,0.0,dataset/vinmec_ovarian/OTU_CEUS/image/132.JPG,NONE
VINMEC_RAW_OTU_2D_train_478,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,485,283,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/478.JPG,NONE
VINMEC_RAW_OTU_2D_train_706,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,477,550,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/706.JPG,NONE
VINMEC_RAW_OTU_2D_test_1444,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,477,521,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/1444.JPG,NONE
VINMEC_RAW_OTU_2D_train_425,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,831,602,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/425.JPG,NONE
VINMEC_RAW_OTU_2D_train_209,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,478,534,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/209.JPG,NONE
VINMEC_RAW_OTU_2D_train_1006,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,961,528,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1006.JPG,NONE
VINMEC_RAW_OTU_2D_train_992,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,723,542,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/992.JPG,NONE
VINMEC_RAW_OTU_2D_train_819,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,972,548,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/819.JPG,NONE
VINMEC_RAW_OTU_2D_test_511,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,971,545,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/511.JPG,NONE
VINMEC_RAW_OTU_2D_train_709,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,481,553,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/709.JPG,NONE
VINMEC_RAW_OTU_2D_train_1060,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,963,520,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1060.JPG,NONE
VINMEC_RAW_OTU_2D_train_105,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,823,597,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/105.JPG,NONE
VINMEC_RAW_OTU_2D_train_1402,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,958,535,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1402.JPG,NONE
VINMEC_RAW_OTU_2D_train_886,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,565,587,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/886.JPG,NONE
VINMEC_RAW_OTU_2D_test_254,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,959,530,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/254.JPG,NONE
VINMEC_RAW_OTU_2D_train_1223,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,569,594,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1223.JPG,NONE
VINMEC_RAW_OTU_2D_train_195,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,480,532,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/195.JPG,NONE
VINMEC_RAW_OTU_2D_test_810,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,565,598,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/810.JPG,NONE
VINMEC_RAW_OTU_2D_train_643,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,1111,618,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/643.JPG,NONE
VINMEC_RAW_OTU_2D_train_563,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,483,554,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/563.JPG,NONE
VINMEC_RAW_OTU_CEUS_107,VINMEC_RAW_UNANNOTATED,CEUS,UNANNOTATED_RAW,False,False,551,551,0,0,0,0.0,dataset/vinmec_ovarian/OTU_CEUS/image/107.JPG,NONE
VINMEC_RAW_OTU_2D_test_906,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,968,532,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/906.JPG,NONE
VINMEC_RAW_OTU_CEUS_90,VINMEC_RAW_UNANNOTATED,CEUS,UNANNOTATED_RAW,False,False,553,651,0,0,0,0.0,dataset/vinmec_ovarian/OTU_CEUS/image/90.JPG,NONE
VINMEC_RAW_OTU_2D_train_6,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,958,534,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/6.JPG,NONE
VINMEC_RAW_OTU_2D_train_1000,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,959,532,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1000.JPG,NONE
VINMEC_RAW_OTU_2D_train_1187,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,1135,590,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1187.JPG,NONE
VINMEC_RAW_OTU_CEUS_14,VINMEC_RAW_UNANNOTATED,CEUS,UNANNOTATED_RAW,False,False,331,379,0,0,0,0.0,dataset/vinmec_ovarian/OTU_CEUS/image/14.JPG,NONE
VINMEC_RAW_OTU_CEUS_51,VINMEC_RAW_UNANNOTATED,CEUS,UNANNOTATED_RAW,False,False,885,557,0,0,0,0.0,dataset/vinmec_ovarian/OTU_CEUS/image/51.JPG,NONE
VINMEC_RAW_OTU_CEUS_120,VINMEC_RAW_UNANNOTATED,CEUS,UNANNOTATED_RAW,False,False,338,353,0,0,0,0.0,dataset/vinmec_ovarian/OTU_CEUS/image/120.JPG,NONE
VINMEC_RAW_OTU_2D_test_854,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,958,546,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/854.JPG,NONE
VINMEC_RAW_OTU_2D_test_453,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,478,533,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/453.JPG,NONE
VINMEC_RAW_OTU_2D_test_394,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,958,531,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/394.JPG,NONE
VINMEC_RAW_OTU_2D_test_181,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,957,537,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/181.JPG,NONE
VINMEC_RAW_OTU_2D_train_307,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,480,529,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/307.JPG,NONE
VINMEC_RAW_OTU_2D_train_199,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,479,533,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/199.JPG,NONE
VINMEC_RAW_OTU_2D_train_4,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,478,535,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/4.JPG,NONE
VINMEC_RAW_OTU_2D_train_207,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,959,532,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/207.JPG,NONE
VINMEC_RAW_OTU_2D_train_765,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,561,597,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/765.JPG,NONE
VINMEC_RAW_OTU_2D_train_372,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,806,669,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/372.JPG,NONE
VINMEC_RAW_OTU_CEUS_74,VINMEC_RAW_UNANNOTATED,CEUS,UNANNOTATED_RAW,False,False,556,597,0,0,0,0.0,dataset/vinmec_ovarian/OTU_CEUS/image/74.JPG,NONE
VINMEC_RAW_OTU_2D_train_728,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,974,535,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/728.JPG,NONE
VINMEC_RAW_OTU_2D_test_718,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,481,543,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/718.JPG,NONE
VINMEC_RAW_OTU_2D_train_615,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,971,539,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/615.JPG,NONE
VINMEC_RAW_OTU_2D_train_1377,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,764,556,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1377.JPG,NONE
VINMEC_RAW_OTU_2D_train_646,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,970,557,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/646.JPG,NONE
VINMEC_RAW_OTU_2D_train_769,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,388,524,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/769.JPG,NONE
VINMEC_RAW_OTU_2D_test_770,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,457,536,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/770.JPG,NONE
VINMEC_RAW_OTU_2D_test_261,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,480,532,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/261.JPG,NONE
VINMEC_RAW_OTU_2D_train_1116,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,959,535,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1116.JPG,NONE
VINMEC_RAW_OTU_2D_test_776,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,972,554,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/776.JPG,NONE
VINMEC_RAW_OTU_2D_test_336,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,1134,592,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/336.JPG,NONE
VINMEC_RAW_OTU_2D_train_1344,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,567,596,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/1344.JPG,NONE
VINMEC_RAW_OTU_2D_test_255,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,481,536,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/255.JPG,NONE
VINMEC_RAW_OTU_2D_train_841,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,570,627,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/train/train_image/841.JPG,NONE
VINMEC_RAW_OTU_2D_test_295,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,497,537,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/295.JPG,NONE
VINMEC_RAW_OTU_CEUS_117,VINMEC_RAW_UNANNOTATED,CEUS,UNANNOTATED_RAW,False,False,888,552,0,0,0,0.0,dataset/vinmec_ovarian/OTU_CEUS/image/117.JPG,NONE
VINMEC_RAW_OTU_2D_test_234,VINMEC_RAW_UNANNOTATED,B-Mode 2D,UNANNOTATED_RAW,False,False,480,536,0,0,0,0.0,dataset/vinmec_ovarian/OTU_2D/test/image/234.JPG,NONE
