case_id,subset,modality,status,annotation_valid,image_width,image_height,mask_width,mask_height,positive_pixels,lesion_ratio_pct,image_path,mask_path
OTU_2D_train_329,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,1104,569,1104,569,41712,6.64,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\329.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\329.PNG
OTU_2D_train_434,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,957,664,957,664,203042,31.953,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\434.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\434.PNG
OTU_2D_train_866,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,974,556,974,556,97225,17.953,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\866.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\866.PNG
OTU_2D_train_1409,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,959,539,959,539,58136,11.247,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1409.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1409.PNG
OTU_2D_train_615,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,971,539,971,539,110152,21.047,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\615.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\615.PNG
OTU_2D_train_467,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,959,532,959,532,161879,31.729,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\467.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\467.PNG
OTU_2D_train_55,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,548,624,548,624,104664,30.608,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\55.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\55.PNG
OTU_2D_train_308,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,963,532,963,532,35733,6.975,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\308.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\308.PNG
OTU_2D_train_843,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,1105,584,1105,584,63139,9.784,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\843.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\843.PNG
OTU_2D_train_928,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,952,521,952,521,15459,3.117,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\928.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\928.PNG
OTU_2D_train_849,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,974,661,974,661,119665,18.587,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\849.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\849.PNG
OTU_2D_train_630,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,957,614,957,614,90178,15.347,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\630.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\630.PNG
OTU_2D_train_1282,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,1116,588,1116,588,50738,7.732,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1282.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1282.PNG
OTU_2D_train_1070,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,956,531,956,531,153422,30.223,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1070.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1070.PNG
OTU_2D_train_858,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,958,548,958,548,27919,5.318,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\858.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\858.PNG
OTU_2D_train_196,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,479,535,479,535,94788,36.988,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\196.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\196.PNG
OTU_2D_train_1442,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,961,522,961,522,16827,3.354,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1442.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1442.PNG
OTU_2D_train_642,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,973,551,973,551,44461,8.293,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\642.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\642.PNG
OTU_2D_train_559,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,566,603,566,603,105624,30.948,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\559.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\559.PNG
OTU_2D_train_596,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,494,537,494,537,28201,10.631,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\596.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\596.PNG
OTU_2D_train_992,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,723,542,723,542,71628,18.279,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\992.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\992.PNG
OTU_2D_train_625,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,959,537,959,537,126495,24.563,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\625.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\625.PNG
OTU_2D_train_132,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,477,555,477,555,78433,29.627,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\132.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\132.PNG
OTU_2D_train_280,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,958,532,958,532,127446,25.006,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\280.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\280.PNG
OTU_2D_train_160,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,484,533,484,533,64196,24.885,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\160.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\160.PNG
OTU_2D_train_537,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,478,551,478,551,32540,12.355,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\537.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\537.PNG
OTU_2D_train_1225,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,1135,592,1135,592,166683,24.807,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1225.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1225.PNG
OTU_2D_train_252,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,959,532,959,532,69408,13.604,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\252.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\252.PNG
OTU_2D_train_1420,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,1106,607,1106,607,50935,7.587,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1420.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1420.PNG
OTU_2D_train_334,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,1103,565,1103,565,15641,2.51,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\334.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\334.PNG
OTU_2D_train_710,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,480,552,480,552,33922,12.803,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\710.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\710.PNG
OTU_2D_train_1418,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,551,618,551,618,40865,12.001,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1418.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1418.PNG
OTU_2D_train_454,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,484,532,484,532,98235,38.151,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\454.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\454.PNG
OTU_2D_train_305,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,477,531,477,531,35434,13.99,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\305.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\305.PNG
OTU_2D_train_1242,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,959,531,959,531,124111,24.372,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1242.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1242.PNG
OTU_2D_train_1006,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,961,528,961,528,18425,3.631,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1006.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1006.PNG
OTU_2D_train_1245,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,959,535,959,535,63458,12.368,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1245.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1245.PNG
OTU_2D_train_755,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,957,549,957,549,68233,12.987,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\755.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\755.PNG
OTU_2D_train_855,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,958,539,958,539,140172,27.146,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\855.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\855.PNG
OTU_2D_train_347,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,828,609,828,609,13008,2.58,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\347.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\347.PNG
OTU_2D_train_57,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,1099,793,1099,793,64891,7.446,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\57.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\57.PNG
OTU_2D_train_369,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,1135,589,1135,589,142953,21.384,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\369.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\369.PNG
OTU_2D_train_1196,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,958,534,958,534,95327,18.634,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1196.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1196.PNG
OTU_2D_train_38,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,481,535,481,535,15590,6.058,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\38.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\38.PNG
OTU_2D_train_1149,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,957,532,957,532,45296,8.897,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1149.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1149.PNG
OTU_2D_train_375,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,479,535,479,535,58803,22.946,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\375.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\375.PNG
OTU_2D_train_1180,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,569,592,569,592,157372,46.719,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1180.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1180.PNG
OTU_2D_train_1026,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,481,523,481,523,22729,9.035,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1026.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1026.PNG
OTU_2D_train_393,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,959,531,959,531,77657,15.25,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\393.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\393.PNG
OTU_2D_train_1060,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,963,520,963,520,53815,10.747,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1060.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1060.PNG
OTU_2D_train_1289,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,958,535,958,535,67248,13.121,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1289.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1289.PNG
OTU_2D_train_169,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,480,534,480,534,11744,4.582,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\169.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\169.PNG
OTU_2D_train_208,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,959,536,959,536,15749,3.064,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\208.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\208.PNG
OTU_2D_train_541,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,957,543,957,543,72163,13.887,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\541.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\541.PNG
OTU_2D_train_190,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,479,534,479,534,82473,32.243,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\190.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\190.PNG
OTU_2D_train_318,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,480,537,480,537,148642,57.667,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\318.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\318.PNG
OTU_2D_train_1226,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,1135,592,1135,592,122171,18.182,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1226.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1226.PNG
OTU_2D_train_1361,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,569,645,569,645,113025,30.797,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1361.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1361.PNG
OTU_2D_train_1150,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,481,531,481,531,36594,14.327,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1150.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1150.PNG
OTU_2D_train_731,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,480,533,480,533,39472,15.428,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\731.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\731.PNG
OTU_2D_train_556,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,480,551,480,551,8325,3.148,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\556.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\556.PNG
OTU_2D_train_839,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,958,609,958,609,130206,22.318,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\839.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\839.PNG
OTU_2D_train_730,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,973,547,973,547,115168,21.639,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\730.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\730.PNG
OTU_2D_train_22,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,480,534,480,534,80524,31.415,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\22.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\22.PNG
OTU_2D_train_768,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,569,602,569,602,58905,17.197,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\768.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\768.PNG
OTU_2D_train_450,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,955,532,955,532,20792,4.092,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\450.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\450.PNG
OTU_2D_train_489,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,569,714,569,714,151128,37.199,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\489.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\489.PNG
OTU_2D_train_218,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,480,531,480,531,103244,40.507,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\218.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\218.PNG
OTU_2D_train_1206,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,958,534,958,534,54190,10.593,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1206.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1206.PNG
OTU_2D_train_23,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,480,533,480,533,75333,29.445,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\23.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\23.PNG
OTU_2D_train_829,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,1101,586,1101,586,38975,6.041,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\829.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\829.PNG
OTU_2D_train_1425,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,959,537,959,537,53564,10.401,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\1425.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\1425.PNG
OTU_2D_train_492,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,958,552,958,552,40724,7.701,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_image\492.JPG,C:\Users\PeaceD\Downloads\Khoa_Luan\dataset\dataset\OTU_2D\train\train_label\label\492.PNG
