case_id,subset,modality,status,annotation_valid,image_width,image_height,mask_width,mask_height,positive_pixels,lesion_ratio_pct,image_path,mask_path
OTU_CEUS_155,OTU_CEUS,CEUS,VALID_LESION_MASK,True,433,218,433,218,11265,11.934,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_CEUS\image\155.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_CEUS\label\155.PNG
OTU_2D_train_198,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,959,534,959,534,106711,20.838,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\198.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\198.PNG
OTU_2D_train_10,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,483,542,483,542,36596,13.979,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\10.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\10.PNG
OTU_2D_train_1028,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,957,521,957,521,143915,28.864,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\1028.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\1028.PNG
OTU_2D_test_12,OTU_2D_test,B-Mode 2D,VALID_LESION_MASK,True,479,534,479,534,36080,14.106,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\image\12.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\label\black_write\12.PNG
OTU_CEUS_56,OTU_CEUS,CEUS,VALID_LESION_MASK,True,550,597,550,597,83758,25.509,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_CEUS\image\56.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_CEUS\label\56.PNG
OTU_2D_train_1101,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,956,525,956,525,20613,4.107,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\1101.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\1101.PNG
OTU_2D_train_398,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,959,534,959,534,100702,19.664,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\398.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\398.PNG
OTU_2D_train_761,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,1108,632,1108,632,94026,13.427,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\761.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\761.PNG
OTU_2D_test_912,OTU_2D_test,B-Mode 2D,VALID_LESION_MASK,True,955,524,955,524,7289,1.457,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\image\912.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\label\black_write\912.PNG
OTU_2D_test_714,OTU_2D_test,B-Mode 2D,VALID_LESION_MASK,True,959,554,959,554,172150,32.403,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\image\714.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\label\black_write\714.PNG
OTU_2D_train_666,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,958,550,958,550,51657,9.804,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\666.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\666.PNG
OTU_2D_train_287,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,958,533,958,533,65835,12.893,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\287.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\287.PNG
OTU_2D_train_25,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,481,536,481,536,79873,30.981,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\25.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\25.PNG
OTU_2D_test_292,OTU_2D_test,B-Mode 2D,VALID_LESION_MASK,True,703,400,703,400,32351,11.505,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\image\292.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\label\black_write\292.PNG
OTU_2D_train_405,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,958,533,958,533,161549,31.638,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\405.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\405.PNG
OTU_CEUS_64,OTU_CEUS,CEUS,VALID_LESION_MASK,True,339,355,339,355,62605,52.021,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_CEUS\image\64.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_CEUS\label\64.PNG
OTU_2D_train_1246,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,958,533,958,533,73152,14.326,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\1246.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\1246.PNG
OTU_2D_test_1427,OTU_2D_test,B-Mode 2D,VALID_LESION_MASK,True,957,534,957,534,79190,15.496,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\image\1427.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\label\black_write\1427.PNG
OTU_2D_test_707,OTU_2D_test,B-Mode 2D,VALID_LESION_MASK,True,480,545,480,545,26971,10.31,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\image\707.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\label\black_write\707.PNG
OTU_2D_train_312,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,479,532,479,532,22212,8.716,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\312.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\312.PNG
OTU_2D_train_1301,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,1135,587,1135,587,159781,23.982,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\1301.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\1301.PNG
OTU_2D_train_635,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,567,631,567,631,6026,1.684,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\635.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\635.PNG
OTU_2D_test_1319,OTU_2D_test,B-Mode 2D,VALID_LESION_MASK,True,480,535,480,535,49381,19.229,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\image\1319.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\label\black_write\1319.PNG
OTU_2D_train_1223,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,569,594,569,594,79914,23.644,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\1223.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\1223.PNG
OTU_2D_train_335,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,1135,590,1135,590,127039,18.971,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\335.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\335.PNG
OTU_2D_train_1353,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,959,529,959,529,69292,13.659,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\1353.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\1353.PNG
OTU_2D_train_857,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,487,272,487,272,8139,6.144,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\857.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\857.PNG
OTU_2D_train_438,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,959,533,959,533,84578,16.547,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\438.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\438.PNG
OTU_2D_test_1466,OTU_2D_test,B-Mode 2D,VALID_LESION_MASK,True,959,534,959,534,40839,7.975,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\image\1466.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\label\black_write\1466.PNG
OTU_2D_train_1099,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,958,525,958,525,59671,11.864,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\1099.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\1099.PNG
OTU_CEUS_12,OTU_CEUS,CEUS,VALID_LESION_MASK,True,556,565,556,565,6662,2.121,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_CEUS\image\12.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_CEUS\label\12.PNG
OTU_2D_train_500,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,481,566,481,566,5741,2.109,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\500.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\500.PNG
OTU_2D_train_45,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,941,536,941,536,86939,17.237,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\45.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\45.PNG
OTU_2D_train_485,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,566,695,566,695,46986,11.944,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\485.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\485.PNG
OTU_2D_train_526,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,957,554,957,554,88436,16.68,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\526.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\526.PNG
OTU_2D_train_218,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,480,531,480,531,103244,40.507,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\218.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\218.PNG
OTU_2D_test_810,OTU_2D_test,B-Mode 2D,VALID_LESION_MASK,True,565,598,565,598,30947,9.159,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\image\810.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\label\black_write\810.PNG
OTU_2D_test_735,OTU_2D_test,B-Mode 2D,VALID_LESION_MASK,True,479,545,479,545,36590,14.016,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\image\735.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\label\black_write\735.PNG
OTU_CEUS_135,OTU_CEUS,CEUS,VALID_LESION_MASK,True,550,546,550,546,63753,21.23,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_CEUS\image\135.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_CEUS\label\135.PNG
OTU_2D_train_320,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,482,532,482,532,74016,28.865,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\320.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\320.PNG
OTU_2D_train_1206,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,958,534,958,534,54190,10.593,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\1206.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\1206.PNG
OTU_2D_train_841,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,570,627,570,627,12537,3.508,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\841.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\841.PNG
OTU_2D_train_11,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,480,530,480,530,69948,27.495,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\11.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\11.PNG
OTU_2D_train_1182,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,1134,595,1134,595,140285,20.791,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\1182.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\1182.PNG
OTU_2D_train_1419,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,550,645,550,645,42987,12.118,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\1419.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\1419.PNG
OTU_2D_train_527,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,480,558,480,558,101832,38.02,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\527.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\527.PNG
OTU_2D_train_834,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,967,537,967,537,102746,19.786,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\834.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\834.PNG
OTU_2D_train_1421,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,1103,611,1103,611,214780,31.87,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\1421.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\1421.PNG
OTU_2D_train_108,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,957,535,957,535,30076,5.874,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\108.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\108.PNG
OTU_2D_train_815,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,775,610,775,610,27868,5.895,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\815.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\815.PNG
OTU_2D_train_214,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,483,532,483,532,19436,7.564,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\214.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\214.PNG
OTU_2D_train_1412,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,958,535,958,535,41813,8.158,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\1412.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\1412.PNG
OTU_2D_test_228,OTU_2D_test,B-Mode 2D,VALID_LESION_MASK,True,877,446,877,446,64398,16.464,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\image\228.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\label\black_write\228.PNG
OTU_2D_test_548,OTU_2D_test,B-Mode 2D,VALID_LESION_MASK,True,801,582,801,582,57565,12.348,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\image\548.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\label\black_write\548.PNG
OTU_2D_test_475,OTU_2D_test,B-Mode 2D,VALID_LESION_MASK,True,798,615,798,615,88664,18.066,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\image\475.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\label\black_write\475.PNG
OTU_2D_train_418,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,959,531,959,531,38683,7.596,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\418.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\418.PNG
OTU_2D_train_861,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,959,538,959,538,150597,29.189,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\861.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\861.PNG
OTU_2D_test_1157,OTU_2D_test,B-Mode 2D,VALID_LESION_MASK,True,1135,592,1135,592,145096,21.594,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\image\1157.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\label\black_write\1157.PNG
OTU_2D_train_1251,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,568,543,568,543,86405,28.015,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\1251.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\1251.PNG
OTU_2D_train_105,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,823,597,823,597,96584,19.658,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\105.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\105.PNG
OTU_2D_train_583,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,481,555,481,555,13087,4.902,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\583.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\583.PNG
OTU_2D_train_276,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,958,533,958,533,130872,25.63,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\276.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\276.PNG
OTU_2D_train_781,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,479,544,479,544,55375,21.251,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\781.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\781.PNG
OTU_2D_test_817,OTU_2D_test,B-Mode 2D,VALID_LESION_MASK,True,957,572,957,572,84663,15.466,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\image\817.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\label\black_write\817.PNG
OTU_2D_train_774,OTU_2D_train,B-Mode 2D,VALID_LESION_MASK,True,461,493,461,493,12565,5.529,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_image\774.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\train\train_label\label\774.PNG
OTU_2D_test_1464,OTU_2D_test,B-Mode 2D,VALID_LESION_MASK,True,1105,566,1105,566,29244,4.676,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\image\1464.JPG,C:\Users\PeaceD_Dung\Documents\Khóa luận\dataset\vinmec_ovarian\OTU_2D\test\label\black_write\1464.PNG
